"L","R","F","M","C"
28.2,202,11,13435,0.710332713
29.93,111,8,15030,0.634950765
67.27,243,8,11120,0.858154676
97.3,96,8,13008,0.733573186
75.23,114,10,12453,0.766225006
63.17,115,15,12830,0.743686672
33.6,249,8,11315,0.843257623
49.4,2,15,15676,0.60860296
17.3,101,9,12663,0.753398089
66.9,181,5,13468,0.708338283
77.57,72,4,16148,0.590767897
43.3,107,12,13788,0.69186539
61.67,214,6,11993,0.795406487
104.43,471,14,14787,0.645083519
63.1,70,24,15894,0.600083679
55.77,38,14,16781,0.568329063
75.17,7,9,14560,0.654995879
17.67,8,11,14053,0.678616665
69.17,114,8,13717,0.695234381
91.4,200,7,11924,0.799744213
35.07,486,7,15293,0.62355326
22.83,32,12,14757,0.646201125
107.27,90,6,9823,0.970613865
28.13,39,14,14596,0.653187175
42.97,116,10,14722,0.647593398
92.3,15,8,16616,0.57375
50.6,9,10,13936,0.684078645
19.33,12,10,10820,0.881069316
44.73,85,14,18881,0.504872623
21.3,366,2,16668,0.571895248
54.67,95,12,17329,0.550075596
99.67,61,7,14919,0.638841745
27.47,35,11,16514,0.577081264
106.87,2,5,8546,1.115118184
33.87,9,13,13593,0.701015228
47.1,201,7,12443,0.765744595
47.7,72,19,10350,0.92057971
27.4,376,7,13665,0.697241127
55.47,72,14,17664,0.539372169
35.07,527,7,14231,0.669450495
58.57,33,17,15397,0.618734169
46.8,192,12,14447,0.659401952
76.63,142,11,15077,0.631847184
95.57,121,21,16909,0.563359749
24.43,156,10,14421,0.660547119
16.43,144,8,12344,0.771591866
89.83,174,6,11143,0.854731221
16.7,8,7,15197,0.626668421
15.53,70,11,17562,0.542249174
30.43,165,9,14113,0.674756607
69.93,4,10,11326,0.840642769
48.57,127,18,14602,0.652037392
40,588,5,14210,0.67
19.3,327,6,13932,0.683333333
35.13,2,25,15459,0.615835436
78.67,169,13,17751,0.536279646
21.53,161,10,14748,0.645462436
40.9,517,9,14251,0.667882956
13.03,83,8,15237,0.624657741
65.8,79,9,12568,0.757211967
25.63,75,11,13752,0.691897906
89.2,258,15,10920,0.871333333
80.23,311,8,12985,0.732760878
36.67,395,17,13463,0.706740697
41.53,249,9,12582,0.756205691
25.2,115,9,14915,0.637894737
16.87,283,7,13277,0.716591851
13.33,36,15,11475,0.82912244
12.67,250,4,11486,0.828277904
19.47,118,9,12427,0.765478394
27.07,71,17,19025,0.499967411
46.37,14,13,11335,0.839135421
88.83,30,10,12771,0.744764701
54.8,218,16,17377,0.547351672
72.37,517,9,13704,0.693987157
12.5,137,10,12092,0.786488587
24.43,290,9,12156,0.78233465
35.13,153,7,9620,0.988557173
69.33,69,10,10512,0.904664193
27.83,5,16,16073,0.591624463
95.83,16,7,12488,0.761440583
73.67,34,13,11414,0.833076923
85.73,60,11,18193,0.522581762
76.97,165,8,14669,0.648122571
83.1,32,10,11850,0.802294515
22.9,427,7,22276,0.426779943
66.4,155,9,10334,0.919951616
65.47,136,11,13731,0.692301362
24,228,12,11957,0.794994564
25.1,35,16,13109,0.7251293
20.03,518,5,6337,1.5
85.57,6,17,12054,0.788566451
31.5,26,12,10604,0.896289136
52.73,191,13,9804,0.969421665
21.77,3,14,14108,0.673673093
48.43,677,3,19022,0.499584691
23.4,44,7,14267,0.666070653
38.6,36,17,16897,0.562377345
73.07,50,10,11261,0.843832697
20.6,32,7,12729,0.746471836
74.27,164,11,14897,0.637802913
57.8,219,6,11802,0.805
19.43,49,9,17182,0.552939704
17.43,225,7,15432,0.61562986
37.03,132,9,11472,0.828078801
14.63,47,12,12847,0.739388184
23.03,369,9,16905,0.561851523
47.73,86,13,14110,0.673138909
66.6,30,12,12000,0.791484167
40.37,103,12,11574,0.82060394
54.03,166,5,11000,0.863285455
37.37,279,5,14555,0.652420474
92,12,11,16494,0.575698436
96.5,163,6,20850,0.455422542
73.67,134,7,12377,0.76714632
34.9,280,11,15597,0.608707444
52.93,209,11,14549,0.652517011
75.5,1,7,13587,0.698571429
38.57,146,12,12899,0.735745407
18.87,20,11,15272,0.621418282
98.53,119,7,13836,0.685912113
79.13,166,12,15585,0.608910491
18.57,234,11,14233,0.666728026
71.7,96,18,12767,0.743201222
80.63,12,7,9821,0.966120558
36.5,508,4,6941,1.366978821
24.7,250,10,17674,0.536822451
25.17,8,10,14495,0.654528458
93.1,43,5,10050,0.944
113.3,20,13,22618,0.419427005
52.87,73,5,13090,0.724673033
94.53,577,5,13470,0.704149963
79.5,51,9,13414,0.707058297
103.1,149,7,12246,0.774458599
75.73,194,9,10904,0.869743213
35.93,48,6,12665,0.748731938
18.27,65,7,12480,0.759826122
26.47,43,9,13821,0.686008248
39.9,66,6,11802,0.803333333
40.13,273,8,15736,0.6025
18.23,67,9,17703,0.535555556
35.63,32,10,12344,0.767901815
41.73,100,14,14802,0.64034725
107.7,129,5,15045,0.629959455
57.83,142,11,15442,0.613705479
34.03,432,8,10434,0.908251869
53.67,148,14,16869,0.561770704
17.2,103,15,11864,0.798726399
46.67,57,11,15195,0.623626193
12.53,143,11,13842,0.684547753
73.17,318,9,13675,0.692789762
103.77,21,15,14303,0.662307907
56.9,171,5,14027,0.675333999
31.03,126,6,11885,0.797030711
45.37,416,13,10054,0.942162323
31.73,21,7,12786,0.740839981
17.5,73,17,15650,0.6052377
49.9,397,10,12331,0.76814127
98.13,326,8,15080,0.62811008
86.6,43,11,13633,0.694759774
25.67,151,9,11791,0.803155797
20.47,2,17,14336,0.660559431
14.77,62,6,9982,0.948669605
24.2,279,7,12460,0.76
78.13,105,5,12012,0.788299201
50.57,67,9,14627,0.64734532
18.33,74,14,12164,0.778397731
25.33,60,10,7588,1.24775962
82.03,37,9,13043,0.725841448
14.73,27,17,13207,0.716782767
12.23,40,9,13065,0.724564103
46.33,153,9,13991,0.676583518
76.63,151,7,18162,0.5211926
71.27,245,11,14235,0.664930102
76.63,170,11,14236,0.664835628
39.7,7,11,19617,0.482435133
19.13,165,9,13298,0.711669424
86.87,53,4,16579,0.570818505
51.17,152,10,13914,0.680113555
17.73,32,11,17655,0.535950156
19.3,36,4,7868,1.2025
23.83,249,8,15736,0.60125
66.97,81,9,17554,0.538942691
91.83,62,11,16140,0.586148079
84.6,542,6,12174,0.777082307
101.33,326,7,16308,0.580092593
17.07,132,8,11435,0.827240927
26.1,16,7,18973,0.4985706
24.4,73,11,12557,0.753120968
77.67,106,7,12403,0.762449407
24.43,535,5,10738,0.880648165
24.2,45,8,12746,0.741875098
76.53,44,7,12412,0.761837738
29.4,463,8,12882,0.734035864
31.67,384,4,11746,0.804997446
55.17,125,16,12350,0.765557895
78.07,21,10,17268,0.547520848
25.53,16,9,14693,0.643387327
27.13,200,10,15387,0.614357575
14.9,341,5,10275,0.92
69.23,16,9,15036,0.628649242
23.33,179,9,14993,0.630429534
77.17,258,9,11584,0.815890021
44.7,73,11,13356,0.707603324
72.3,25,9,13450,0.702627509
50.23,40,14,13860,0.681819625
110.57,84,15,12264,0.770501468
13.23,39,3,21061,0.44865296
84.9,7,10,13034,0.724949363
78.47,14,10,15022,0.628983491
13.93,42,12,12194,0.774721994
101.83,12,10,14384,0.656765156
19.7,156,7,10208,0.92539087
91.37,596,5,10766,0.87741501
54,41,7,13531,0.698108048
20.1,20,9,13922,0.678491596
36.67,119,7,10736,0.879706595
80.67,36,27,12297,0.768021469
19.5,43,15,12024,0.78544827
60.67,287,9,11772,0.802222222
32,25,11,16806,0.56186719
53.87,16,8,13897,0.679448082
18.53,194,12,12903,0.731777881
24.27,207,13,13620,0.693249633
33.1,113,13,12201,0.773841488
35.6,11,12,15434,0.61172282
19.17,328,9,13338,0.707842255
65.1,338,8,11734,0.8045594
88.83,10,8,14219,0.663935579
21.3,286,4,6571,1.436612388
34.57,110,8,14073,0.67073403
62.87,112,10,16781,0.562473035
14.3,107,6,14830,0.636428186
77.67,320,8,23537,0.400992055
50.33,74,8,10683,0.883470935
83,53,22,17815,0.529732809
20,113,11,14828,0.636363636
31.97,119,16,14049,0.671639974
39.7,46,11,20174,0.467717359
29.6,129,11,12717,0.741884879
15.23,13,9,14190,0.664735025
67.87,130,10,21340,0.442
24.33,489,8,11552,0.816490651
28.6,314,5,13999,0.673751697
93.9,75,8,11324,0.832817026
17.2,88,11,12284,0.767697004
70.33,37,11,13188,0.714990901
51.77,233,11,16736,0.563386711
33.6,89,9,14736,0.63984867
71.4,140,2,16254,0.58
42.6,12,15,11814,0.797888099
72.7,75,6,8722,1.080708553
82.67,5,8,12908,0.73023009
59.43,91,16,13620,0.691964758
109.13,235,8,14920,0.631568365
29.17,489,4,6282,1.5
61.07,246,6,12732,0.740087967
66.57,35,6,7992,1.179011512
65.53,155,13,12581,0.74881488
93.2,119,9,11763,0.800861175
64.17,311,11,14281,0.65960717
21.77,461,8,12770,0.737537197
26.87,201,9,12715,0.740719622
48.2,432,11,10623,0.88658571
79.47,165,5,8884,1.060121567
21.13,84,10,11660,0.807728988
69.5,27,9,11486,0.819793662
84.03,101,11,18631,0.505397456
22.3,345,6,9416,1
95.37,57,5,10332,0.911274681
44.87,3,12,14885,0.63242526
98.17,199,11,18642,0.504935093
27.83,74,10,17875,0.526548811
13.97,102,9,11280,0.834379433
35.63,47,10,12156,0.774180652
31.57,14,8,14532,0.647593587
53.13,21,13,13404,0.702085198
66.77,21,5,11161,0.843179823
49.47,1,15,14458,0.650824457
14.03,363,4,16641,0.565443783
40.2,415,10,13516,0.696178603
94.33,62,8,13808,0.681451333
64.47,240,8,13820,0.680853835
27.8,51,7,12177,0.772680463
78.07,40,10,12771,0.73672696
104.7,244,11,10712,0.878273898
48.73,50,11,14606,0.64411954
29.37,67,3,8526,1.103333333
111.97,444,12,14813,0.635050294
93.2,137,10,13788,0.682185234
104.17,44,13,18547,0.507079312
40.6,138,12,11146,0.843779831
97.5,22,8,13423,0.700614617
46.87,123,16,13913,0.6759218
105.9,27,10,9777,0.961765368
38.23,191,14,12290,0.764988609
21.4,534,7,11293,0.832506863
49.1,138,13,13512,0.695784488
46.13,438,7,12265,0.766518549
15.1,70,11,13703,0.686075312
29.83,17,10,12513,0.751296252
112.33,378,8,10367,0.906752194
104.2,33,21,14652,0.641508327
73.9,76,14,17750,0.529536338
14.43,27,11,11060,0.849830018
12.47,91,8,11392,0.825044768
73.5,38,13,15151,0.620337271
28.43,34,9,16020,0.586666667
32.9,11,7,12017,0.781982192
44.77,220,10,14056,0.668523762
30.5,39,13,15121,0.621437074
18.7,44,12,11780,0.797596774
17.7,40,15,12292,0.764369509
32.1,202,14,9224,1.018587381
20.63,144,16,12197,0.770304993
98.27,203,11,14545,0.645926435
93.93,81,7,13032,0.720860958
92.83,29,11,14647,0.641375708
45.5,224,7,11716,0.801780471
33.17,177,9,12125,0.774565773
27.67,25,11,12881,0.729090909
56.53,103,12,12622,0.743974806
113.2,51,12,14229,0.65993956
27.3,258,10,11278,0.832607732
14.6,126,2,15462,0.607292718
31.2,511,5,10670,0.88
71.67,166,7,13999,0.670657904
37.63,208,8,14512,0.646930816
22.97,145,9,10535,0.891133365
23.87,104,8,12199,0.769554882
19.03,132,7,12864,0.729747357
104.9,2,14,23761,0.39507849
14.43,19,13,10898,0.861345201
20.9,204,8,12595,0.745230647
22.23,158,9,12246,0.766438021
106.2,708,3,8378,1.120255431
82.73,600,11,16786,0.559090909
57.97,16,10,14772,0.635281614
64.7,127,11,14601,0.642712828
27.77,239,8,13289,0.706129882
37.67,395,10,14863,0.631342932
46.87,1,6,14042,0.668235294
63.2,93,8,12947,0.724722329
30.23,324,12,12099,0.775502108
18.73,365,6,7456,1.258302039
79.53,89,15,11393,0.823327482
20.43,131,13,16249,0.577217675
102.4,281,10,14025,0.66871016
25.4,1,10,13611,0.688956726
14.7,8,9,16637,0.56364609
95.43,114,12,10559,0.887976134
15.3,32,11,9291,1.009158325
55.07,433,8,13960,0.671579513
77.67,182,6,11635,0.805761066
87.17,180,11,12054,0.777730214
76.33,146,10,13020,0.72
15.2,35,17,13247,0.707583604
38.9,485,4,12745,0.735445273
77.9,79,8,13062,0.717555505
45.4,149,7,13069,0.717142857
19.93,43,13,13087,0.716128983
82.1,17,6,13148,0.712800426
90.23,42,12,12801,0.732063901
12.93,186,5,21675,0.43232526
85.27,297,12,14309,0.654817947
23.73,46,6,12064,0.776625497
29.37,117,9,13108,0.714700183
23.53,235,7,14095,0.66463072
17.57,380,7,12490,0.75
17.6,95,10,11498,0.814670377
15.53,135,6,11545,0.811338242
49.43,20,9,14325,0.653868063
82.13,101,14,14119,0.663379134
56.4,404,9,13681,0.68459177
36.2,15,11,12391,0.755860705
22.4,37,10,10119,0.925464967
35.77,29,10,13774,0.679864237
67.63,89,11,14587,0.641968191
25.97,248,14,14782,0.633479231
26.23,252,9,13379,0.699840048
19.9,239,8,10475,0.893810979
35.77,59,7,13192,0.709721801
52.17,78,6,11724,0.798546571
22.97,14,4,17340,0.539911765
23.13,69,6,9940,0.941810865
82.97,43,7,12106,0.773285148
75,100,8,12679,0.738326366
14.47,47,11,10175,0.92
47.37,82,12,14908,0.627885699
31.73,340,11,13829,0.676874684
81.77,11,10,12044,0.777113916
27.5,94,10,14039,0.666681388
87.77,122,10,13113,0.713705483
74.17,41,5,12814,0.730312159
14.03,36,6,20488,0.456764936
13.83,402,2,12416,0.753704897
60.47,163,9,11169,0.837844928
81.9,19,5,15595,0.6
79.17,265,5,13965,0.67
57.4,19,11,11643,0.803571245
32.33,38,7,11672,0.801557574
24.03,80,13,15862,0.589816543
17.2,196,7,11534,0.811106294
37.43,12,9,15384,0.608075923
65.73,116,6,12863,0.727245588
68.13,4,13,13983,0.668912251
16.53,3,14,14066,0.664944547
19.87,177,4,11159,0.838157541
83.9,49,7,13169,0.710220973
22.1,293,9,12541,0.745699705
31.2,20,9,12332,0.758165748
28.67,112,13,14021,0.666789815
69.97,149,11,11928,0.783715627
84.7,163,4,13186,0.708942818
20.67,124,12,14564,0.641783851
45.03,25,8,11342,0.824037207
107.73,75,10,11803,0.791841057
23.2,662,2,16254,0.575
110,323,6,8442,1.107077707
14.93,98,10,13585,0.687900626
22.13,220,9,11691,0.799293474
61.4,153,7,23219,0.40243852
76.07,171,3,13336,0.700667367
109.1,555,6,11437,0.816979977
35.83,20,15,12831,0.728192658
62.17,36,8,15454,0.60458975
16.4,31,5,9835,0.95
71.4,256,8,10710,0.872236228
24.27,213,10,14813,0.630635253
77.43,142,8,14757,0.632956563
86.53,26,7,17734,0.52660821
25.67,2,9,11977,0.779706938
77.47,37,11,12456,0.749722222
43.2,215,9,16375,0.570285802
43.3,195,2,13340,0.7
40.17,75,15,15710,0.594367282
36.53,35,13,12205,0.765032364
42.33,109,9,14974,0.623547482
74.4,4,7,15840,0.589424874
67.4,2,23,13242,0.70504531
15.57,29,6,11060,0.844103074
77.93,15,9,13778,0.677554798
48.07,62,15,12458,0.749325734
15.97,48,12,19116,0.488333333
14.33,3,13,13544,0.689186356
29.27,108,5,11488,0.812516539
14.3,337,3,11889,0.785095466
52.13,578,3,14804,0.630505269
21.13,22,16,18454,0.505784112
94.97,57,11,14759,0.632398536
20.07,329,8,12240,0.7625
89.5,9,13,11926,0.782549891
66.9,119,8,13930,0.669924623
22.9,140,15,15711,0.593913818
49.8,33,7,11066,0.84314296
78.1,448,10,9330,1
47.8,132,12,16500,0.565395152
34.5,68,11,11644,0.801165407
67.13,242,7,10493,0.889021252
76.8,103,9,12409,0.751749537
37.23,66,10,13365,0.697936401
13.3,4,10,10425,0.894763549
23.6,63,7,11114,0.839287385
16.17,86,8,11217,0.831438887
17.07,500,4,19066,0.489153467
91.63,37,8,12374,0.753633425
20.6,146,7,12232,0.7623414
83.73,45,11,13964,0.667718419
19.47,44,11,18496,0.50409548
12.83,146,5,12024,0.775414172
93.4,4,10,7832,1.190431563
36.9,8,6,18493,0.504137241
64.57,28,12,18531,0.503093735
34.9,118,12,13282,0.701822768
48.17,240,10,14495,0.643090031
81.17,67,12,13207,0.705775725
24.83,202,14,17410,0.535389431
89.23,122,10,14723,0.633039462
102.17,475,13,13921,0.669492134
53.47,256,8,13588,0.685896379
31.1,199,8,14794,0.629964175
23.97,421,5,11960,0.779122074
107.93,8,17,15879,0.586807104
53.13,79,10,10735,0.867972986
37.8,129,12,7414,1.256668465
23.73,153,7,11401,0.817201123
32.8,21,6,13138,0.709156645
19.23,203,7,10363,0.899000289
53.67,6,11,12433,0.749318748
17.4,51,9,13254,0.702879131
25.77,158,11,12433,0.749293011
91.9,226,4,8872,1.05
16.5,16,11,14572,0.639278068
22.33,24,13,10943,0.851256511
44.03,573,2,14113,0.660015588
86.23,68,12,18542,0.502360047
22.07,469,10,12686,0.734234589
26.63,19,13,10663,0.873370534
42.6,557,12,13633,0.683092496
20.5,39,14,13398,0.695042544
19.17,577,2,12416,0.75
77.47,391,6,9312,1
95.77,239,8,13307,0.699780567
15.13,133,6,7998,1.164203551
15.4,94,10,15776,0.590216785
73.57,106,9,12685,0.734035475
32.63,305,12,13605,0.684371922
86.23,569,8,10828,0.859817141
53.9,4,7,11150,0.83498296
21.57,419,4,8261,1.126982206
52.1,88,8,19300,0.482367358
46.93,26,12,10208,0.911974922
68.13,42,12,10309,0.902884858
15.13,22,15,22082,0.421493524
23.93,85,8,13120,0.709375762
78.9,29,17,17090,0.544540082
26.47,3,7,14006,0.664396687
45.23,44,14,11150,0.834576682
26.5,50,4,10368,0.8975
69,1,8,16616,0.56
24.27,133,6,6582,1.413646308
29.13,177,7,12220,0.761375614
59.9,40,12,16300,0.570793252
19.73,55,11,13506,0.688855324
87.43,17,11,13928,0.667932223
26.8,43,6,16120,0.577077543
70.4,30,14,13357,0.696440069
52.57,30,7,14496,0.64169564
33.5,137,5,12154,0.765300313
22.8,6,10,15445,0.602222726
111.2,278,5,8887,1.046598402
39.83,66,8,12028,0.77328733
85.93,104,16,18748,0.496087583
20.23,476,4,10976,0.847275875
16.53,61,8,13494,0.689147769
82.67,28,8,12120,0.76725495
22.8,135,5,15345,0.606
28.8,104,7,12441,0.747419822
95.3,89,9,11424,0.813930322
71.87,313,11,12994,0.71557642
17.37,25,7,10301,0.902605572
97.33,90,9,12917,0.719777812
23.87,566,8,12800,0.726324219
70.97,236,11,12881,0.721718811
32.07,98,11,11351,0.81898423
97.53,40,7,15330,0.606379648
101.7,26,14,14526,0.639888476
60.73,15,4,9837,0.944892752
41.5,495,8,14735,0.630773668
73.93,151,5,7589,1.224721307
14.03,42,6,17859,0.520432275
56.4,128,7,14163,0.65622467
39.37,8,10,12250,0.758626939
38.03,146,12,12741,0.729380739
46.73,114,10,13796,0.673592346
36.73,171,9,13596,0.683498088
87.17,99,8,15210,0.610884287
35.83,441,10,13163,0.70587632
43.57,518,9,14896,0.623630505
18.87,251,2,11384,0.816004919
95.97,52,12,10239,0.907189179
31.2,588,12,17061,0.544399508
30.4,254,9,14245,0.652012636
24.17,83,9,10687,0.869055862
39.77,76,8,17526,0.529885313
34.73,74,5,9424,0.985379881
13.97,25,13,14460,0.64217704
51.93,1,8,10175,0.912568059
38.23,128,12,15432,0.601666667
61.03,19,10,17935,0.517692779
54.8,12,6,15978,0.58109463
29.8,2,12,13002,0.714093986
69.27,316,9,13545,0.685411591
60.23,273,13,10103,0.918909235
55.1,262,7,11305,0.821192393
25.47,37,11,11574,0.802064973
30.77,108,9,12318,0.753596363
17.73,75,8,16294,0.569696821
24.17,96,12,10232,0.907191165
37.83,101,12,15608,0.594689262
15.03,81,12,15732,0.59
17,23,9,15352,0.604532308
34.63,329,8,15312,0.606096526
19.17,564,5,17840,0.52017657
94.37,6,13,14378,0.645414522
89.3,25,7,12957,0.71619665
52.23,15,9,12487,0.743095219
13.17,185,12,10301,0.900635861
76.83,124,11,16342,0.567700404
67.33,5,8,12983,0.714566741
14.3,346,13,15592,0.594958953
15.13,38,7,17186,0.539712557
15.67,1,20,13656,0.679157879
14.23,78,10,13591,0.682400854
14.53,30,7,12573,0.737565418
16.73,311,5,12952,0.715982088
47.43,77,5,12100,0.766394215
72.6,41,7,12612,0.735279099
20.07,66,11,11000,0.842888182
19.63,340,6,12910,0.718137103
38.8,16,8,10438,0.888154819
104.17,32,8,11513,0.80513159
20.5,112,8,11538,0.803345467
42.47,347,12,12408,0.746957608
25.67,98,9,18780,0.493493078
22.23,114,7,10349,0.895492318
104.87,40,14,12456,0.743956326
21.6,75,9,13473,0.687777778
16.37,60,9,11737,0.789483684
94.3,10,22,13834,0.669791817
29.07,214,10,10090,0.918292369
43.77,34,15,14625,0.63352
22,197,15,14268,0.64937062
96.13,41,10,12938,0.71609445
82.3,2,12,13450,0.688787361
19.9,12,14,10772,0.860023208
64.33,414,12,11396,0.812908038
82.9,18,27,9682,0.956789919
71.5,98,12,16538,0.560129399
13.13,9,9,11772,0.786853551
29.13,110,7,12801,0.723601281
18.37,137,9,11007,0.841437267
66.63,163,6,10974,0.843956625
40.73,23,13,13069,0.70866631
27.07,54,6,12579,0.736227045
15.8,130,11,15419,0.600614177
21.73,5,11,12093,0.765786819
46.4,60,12,11550,0.801764502
82.5,116,19,12135,0.763063865
26.77,285,10,13841,0.669008742
51.53,402,9,13166,0.703250798
98.63,114,10,11768,0.786780252
31.8,157,8,9511,0.973302492
35.5,4,4,8156,1.135
43.77,198,7,11697,0.7913901
37.03,103,5,6565,1.41
22.07,536,9,14455,0.640359737
15.17,120,7,12460,0.742857143
27.87,82,13,13492,0.686034687
26.9,101,8,16516,0.560414749
52.9,16,14,14355,0.644739115
18.03,73,15,15145,0.611101354
14.37,89,12,10920,0.8475
66.2,38,4,10339,0.895013057
17.6,524,2,8874,1.042731575
73.03,119,6,13658,0.677429345
26.23,152,12,11416,0.810421338
95.8,343,7,9780,0.945961145
40.73,288,7,11309,0.818060837
28.23,184,8,17357,0.532979201
21.17,229,9,12370,0.747673403
13.5,9,10,13115,0.70518414
24.77,5,11,11688,0.791249144
37.37,100,11,14805,0.624616684
29.23,208,8,12440,0.743347267
25.13,662,6,12892,0.717243252
42.47,166,13,11175,0.82741387
25.77,98,10,14187,0.65169028
31.43,3,11,13924,0.663974433
71.47,216,12,18142,0.509596516
54.17,102,10,13026,0.709689851
63.2,41,12,12814,0.721410957
78.83,156,10,11388,0.811710573
71.83,31,13,20343,0.454312048
74.87,113,6,11644,0.793711783
68,5,7,10922,0.846176524
65.07,90,16,10384,0.89
89.47,32,17,14526,0.63620749
70.67,24,10,14562,0.634621618
29.1,17,8,13738,0.672665599
60.83,27,12,14687,0.629191802
33.37,316,8,13423,0.688422856
37.07,79,11,10599,0.871808661
57.73,113,9,14183,0.651447508
17.87,30,11,12220,0.756089198
72.43,100,8,11406,0.810024548
86.97,115,5,9836,0.939291379
29.63,13,12,16344,0.565263093
12.93,187,2,11210,0.824132025
28,168,10,14220,0.649612518
73,506,6,12690,0.727919622
61.43,201,9,14257,0.647893666
23.8,122,10,11647,0.793066026
21.97,152,10,10557,0.874928483
14.33,161,5,16666,0.554213369
106.67,3,9,12690,0.727851064
61.53,305,9,9995,0.924066033
46.77,235,5,10038,0.92
28.6,7,11,12639,0.730616346
113.37,12,13,10921,0.845529713
19.3,144,12,13297,0.694444612
104.6,243,10,12470,0.740499599
49.13,163,10,14280,0.646635154
27.3,62,9,10192,0.905990973
15.6,13,16,13620,0.677840675
15.47,10,18,14759,0.625529507
21.13,3,7,10912,0.846047471
104.2,23,8,15621,0.590942961
78.8,22,11,15579,0.592532897
27.9,382,11,16827,0.548541035
81.77,424,3,12926,0.714025994
29.33,52,14,12609,0.73196447
56.07,25,12,13170,0.700744115
95.87,35,14,15804,0.58392369
31.33,126,10,15297,0.603211741
71.1,133,16,16199,0.569605531
101.5,370,11,15073,0.612067936
50.73,221,11,14467,0.63770374
105.67,19,11,13662,0.675259113
41.57,188,4,17471,0.527980081
25.1,8,9,15711,0.587117306
95.53,222,15,17571,0.524898981
82.53,172,7,11673,0.790041977
77.03,64,12,13811,0.667698212
34.4,49,8,12759,0.722736108
31.4,62,15,12692,0.726487551
28.13,143,10,13831,0.666614128
12.8,38,8,13836,0.666334201
83.97,49,11,15926,0.578862238
80.1,69,19,13883,0.664045235
37.13,6,13,12518,0.736379613
98.87,196,8,6876,1.340573008
76.37,127,15,14198,0.649218904
61.2,349,11,12757,0.722489614
23.97,343,8,10964,0.840564575
19,153,6,14429,0.638681128
82.23,66,10,14108,0.653154948
89.23,145,8,11344,0.812292842
78.27,116,9,18063,0.510101312
23.17,124,8,13482,0.68340899
71.83,126,11,11100,0.829835135
18.4,154,10,13727,0.67097035
85.67,67,8,12931,0.712211739
60.77,92,13,15996,0.575742686
17.33,20,8,14692,0.626817996
45.93,213,8,22268,0.413492905
110.57,47,7,7665,1.201165036
111.57,102,6,10331,0.89118188
31.3,1,7,15808,0.582400683
79.4,73,7,12549,0.733631365
28.7,11,25,11141,0.826338749
28.9,62,9,9770,0.942288639
60.83,1,13,12519,0.735358255
18.77,171,9,15140,0.608017834
22.97,158,11,16381,0.561944326
67.63,580,5,6510,1.413978495
14.7,8,12,18831,0.488781265
55.73,33,9,14490,0.63521049
73.1,81,7,12525,0.734863074
23.7,386,9,13006,0.707646471
53.73,255,6,12567,0.732310018
55.37,390,7,12387,0.742936143
28.43,3,15,10493,0.876971314
62.13,56,10,10342,0.889747631
65.57,4,7,13095,0.702649866
91.5,173,13,11165,0.824107479
84.3,34,11,12628,0.728607856
16.77,11,10,11782,0.78090477
80,69,8,14081,0.65337263
21.6,80,19,13663,0.673341872
84.27,197,7,9315,0.987571659
57.77,17,8,16695,0.551006289
16.23,10,14,12379,0.743100412
72.63,80,7,18986,0.484499631
57.47,71,15,11042,0.833059228
65.87,27,11,15400,0.597272727
87.77,52,9,13234,0.695007556
52.53,12,7,13067,0.703887656
66,5,11,16353,0.562445423
50.47,123,9,12343,0.745157579
62.73,127,4,6343,1.450012612
27.47,26,7,9054,1.015840512
20.13,377,5,12709,0.723621056
38.7,17,11,13439,0.684210879
63,234,6,13485,0.68184353
47.2,23,13,12743,0.721472966
20.6,163,8,10360,0.88730695
109.23,34,13,14357,0.640267465
48.97,8,9,12332,0.745381933
51.7,16,12,13135,0.699773125
14.43,18,12,10514,0.874183945
89.87,8,10,15528,0.591868238
90.2,225,6,8001,1.148627672
20.63,399,7,12756,0.7204492
112.9,127,8,10873,0.845033569
88,236,7,13259,0.69293461
29.1,136,13,15292,0.600733717
22.77,474,9,10742,0.855129399
54.93,73,8,11763,0.78089943
13.27,21,9,16245,0.56539366
60.83,87,9,16863,0.54458578
82.53,250,10,15053,0.610065768
39.33,494,8,14158,0.648626218
19.4,20,13,16435,0.558635838
45.8,5,11,10612,0.865159254
83.13,24,11,15697,0.584860801
44.73,269,9,13997,0.655859827
17.8,125,4,11368,0.8075
88.7,13,10,14552,0.630779274
54.73,31,16,20987,0.437365988
30.53,141,14,14796,0.620341308
16.57,12,14,14515,0.63232587
25.13,147,8,13644,0.672667106
80.63,2,9,15097,0.607847917
20,291,9,17138,0.535407866
67.33,132,10,12064,0.76057941
68.6,297,9,10084,0.909911741
61.97,69,12,18651,0.491928583
27.23,29,16,12628,0.726526766
40.7,518,7,12029,0.762690165
35.7,2,8,8060,1.138235732
16.63,93,11,15533,0.590560098
44.6,11,13,12481,0.734945117
61.7,214,6,9960,0.920960843
25.33,657,5,11610,0.79
39.4,159,8,14299,0.641398
63.7,360,6,15543,0.590056617
19.37,93,11,13258,0.691743853
97.6,4,18,16474,0.556689329
26.17,291,4,11572,0.7925
94.73,305,6,12690,0.722650118
32.63,292,9,11548,0.793948736
37.57,339,2,11402,0.804113313
67.33,209,13,9379,0.977542382
88.67,71,10,12569,0.729357944
37.7,6,13,19577,0.468248966
15.63,24,2,12103,0.757362637
42.03,219,9,14484,0.632835543
70.7,411,4,11261,0.813915283
